in s,C1 in V,C2 in V
-7.2768E-06,1.225337E+00,3.28561E+00
-7.2672E-06,1.234378E+00,3.29049E+00
-7.2576E-06,1.229495E+00,3.29293E+00
-7.2480E-06,1.224643E+00,3.29613E+00
-7.2384E-06,1.238574E+00,3.27904E+00
-7.2288E-06,1.228641E+00,3.29369E+00
-7.2192E-06,1.234462E+00,3.28637E+00
-7.2096E-06,1.249698E+00,3.29934E+00
-7.2000E-06,1.247783E+00,3.28469E+00
-7.1904E-06,1.257838E+00,3.30270E+00
-7.1808E-06,1.258411E+00,3.29613E+00
-7.1712E-06,1.268428E+00,3.29537E+00
-7.1616E-06,1.282893E+00,3.29446E+00
-7.1520E-06,1.274905E+00,3.29781E+00
-7.1424E-06,1.290546E+00,3.29369E+00
-7.1328E-06,1.314861E+00,3.29369E+00
-7.1232E-06,1.293971E+00,3.29125E+00
-7.1136E-06,1.315639E+00,3.31078E+00
-7.1040E-06,1.333514E+00,3.28713E+00
-7.0944E-06,1.324680E+00,3.29613E+00
-7.0848E-06,1.362231E+00,3.28561E+00
-7.0752E-06,1.344432E+00,3.30682E+00
-7.0656E-06,1.366512E+00,3.29125E+00
-7.0560E-06,1.376979E+00,3.29369E+00
-7.0464E-06,1.380275E+00,3.29537E+00
-7.0368E-06,1.397098E+00,3.29537E+00
-7.0272E-06,1.391597E+00,3.29369E+00
-7.0176E-06,1.394244E+00,3.29125E+00
-7.0080E-06,1.406543E+00,3.28561E+00
-6.9984E-06,1.398402E+00,3.31078E+00
-6.9888E-06,1.397990E+00,3.29049E+00
-6.9792E-06,1.388179E+00,3.29201E+00
-6.9696E-06,1.383372E+00,3.29934E+00
-6.9600E-06,1.395305E+00,3.29125E+00
-6.9504E-06,1.372127E+00,3.29293E+00
-6.9408E-06,1.369479E+00,3.29446E+00
-6.9312E-06,1.364551E+00,3.28805E+00
-6.9216E-06,1.348056E+00,3.29781E+00
-6.9120E-06,1.342517E+00,3.30270E+00
-6.9024E-06,1.337390E+00,3.29369E+00
-6.8928E-06,1.329280E+00,3.29934E+00
-6.8832E-06,1.319995E+00,3.29934E+00
-6.8736E-06,1.327777E+00,3.29293E+00
-6.8640E-06,1.307895E+00,3.28225E+00
-6.8544E-06,1.295352E+00,3.29858E+00
-6.8448E-06,1.298488E+00,3.29858E+00
-6.8352E-06,1.277026E+00,3.29446E+00
-6.8256E-06,1.284801E+00,3.29049E+00
-6.8160E-06,1.259837E+00,3.29858E+00
-6.8064E-06,1.262447E+00,3.30422E+00
-6.7968E-06,1.250064E+00,3.29858E+00
-6.7872E-06,1.249736E+00,3.29446E+00
-6.7776E-06,1.228885E+00,3.27981E+00
-6.7680E-06,1.254016E+00,3.29125E+00
-6.7584E-06,1.231410E+00,3.30102E+00
-6.7488E-06,1.228313E+00,3.29781E+00
-6.7392E-06,1.241672E+00,3.28316E+00
-6.7296E-06,1.234340E+00,3.29781E+00
-6.7200E-06,1.249042E+00,3.28469E+00
-6.7104E-06,1.256786E+00,3.28637E+00
-6.7008E-06,1.249736E+00,3.28393E+00
-6.6912E-06,1.268512E+00,3.29293E+00
-6.6816E-06,1.284312E+00,3.29049E+00
-6.6720E-06,1.283298E+00,3.29125E+00
-6.6624E-06,1.302196E+00,3.29781E+00
-6.6528E-06,1.315349E+00,3.29049E+00
-6.6432E-06,1.321498E+00,3.29201E+00
-6.6336E-06,1.331355E+00,3.29537E+00
-6.6240E-06,1.346713E+00,3.28713E+00
-6.6144E-06,1.347812E+00,3.27904E+00
-6.6048E-06,1.348468E+00,3.29613E+00
-6.5952E-06,1.358195E+00,3.28149E+00
-6.5856E-06,1.369357E+00,3.27660E+00
-6.5760E-06,1.339503E+00,3.29293E+00
-6.5664E-06,1.382068E+00,3.28561E+00
-6.5568E-06,1.377467E+00,3.29446E+00
-6.5472E-06,1.359622E+00,3.29690E+00
-6.5376E-06,1.381946E+00,3.26760E+00
-6.5280E-06,1.374820E+00,3.29781E+00
-6.5184E-06,1.359790E+00,3.30270E+00
-6.5088E-06,1.393024E+00,3.27416E+00
-6.4992E-06,1.374454E+00,3.28805E+00
-6.4896E-06,1.386386E+00,3.29537E+00
-6.4800E-06,1.386386E+00,3.28393E+00
-6.4704E-06,1.376079E+00,3.29049E+00
-6.4608E-06,1.374774E+00,3.27904E+00
-6.4512E-06,1.368465E+00,3.29293E+00
-6.4416E-06,1.369807E+00,3.29781E+00
-6.4320E-06,1.354449E+00,3.29858E+00
-6.4224E-06,1.345737E+00,3.29293E+00
-6.4128E-06,1.341624E+00,3.29446E+00
-6.4032E-06,1.332133E+00,3.30025E+00
-6.3936E-06,1.319469E+00,3.29369E+00
-6.3840E-06,1.307407E+00,3.29049E+00
-6.3744E-06,1.289325E+00,3.29369E+00
-6.3648E-06,1.284312E+00,3.29446E+00
-6.3552E-06,1.275150E+00,3.27981E+00
-6.3456E-06,1.259799E+00,3.28561E+00
-6.3360E-06,1.248798E+00,3.28957E+00
-6.3264E-06,1.257594E+00,3.29293E+00
-6.3168E-06,1.230510E+00,3.29934E+00
-6.3072E-06,1.242809E+00,3.28149E+00
-6.2976E-06,1.228763E+00,3.28561E+00
-6.2880E-06,1.238254E+00,3.30422E+00
-6.2784E-06,1.233279E+00,3.28561E+00
-6.2688E-06,1.234096E+00,3.28149E+00
-6.2592E-06,1.228351E+00,3.28713E+00
-6.2496E-06,1.236011E+00,3.29781E+00
-6.2400E-06,1.246967E+00,3.28561E+00
-6.2304E-06,1.253764E+00,3.30346E+00
-6.2208E-06,1.256702E+00,3.28637E+00
-6.2112E-06,1.252261E+00,3.31490E+00
-6.2016E-06,1.268230E+00,3.29934E+00
-6.1920E-06,1.263911E+00,3.28881E+00
-6.1824E-06,1.281467E+00,3.27981E+00
-6.1728E-06,1.289607E+00,3.29537E+00
-6.1632E-06,1.296573E+00,3.29781E+00
-6.1536E-06,1.307613E+00,3.28561E+00
-6.1440E-06,1.310710E+00,3.29690E+00
-6.1344E-06,1.342395E+00,3.28881E+00
-6.1248E-06,1.323215E+00,3.28393E+00
-6.1152E-06,1.352168E+00,3.28881E+00
-6.1056E-06,1.360599E+00,3.29201E+00
-6.0960E-06,1.355144E+00,3.29446E+00
-6.0864E-06,1.383739E+00,3.27584E+00
-6.0768E-06,1.382960E+00,3.29858E+00
-6.0672E-06,1.377544E+00,3.28881E+00
-6.0576E-06,1.391437E+00,3.28316E+00
-6.0480E-06,1.395267E+00,3.29369E+00
-6.0384E-06,1.392535E+00,3.29537E+00
-6.0288E-06,1.388950E+00,3.27904E+00
-6.0192E-06,1.388988E+00,3.30422E+00
-6.0096E-06,1.393596E+00,3.28881E+00
-6.0000E-06,1.386913E+00,3.29125E+00
-5.9904E-06,1.389682E+00,3.29293E+00
-5.9808E-06,1.371722E+00,3.29690E+00
-5.9712E-06,1.373470E+00,3.30758E+00
-5.9616E-06,1.389354E+00,3.28469E+00
-5.9520E-06,1.356975E+00,3.29537E+00
-5.9424E-06,1.362842E+00,3.30926E+00
-5.9328E-06,1.349521E+00,3.29781E+00
-5.9232E-06,1.335796E+00,3.30758E+00
-5.9136E-06,1.324229E+00,3.29125E+00
-5.9040E-06,1.310382E+00,3.29293E+00
-5.8944E-06,1.290668E+00,3.28393E+00
-5.8848E-06,1.265254E+00,3.31078E+00
-5.8752E-06,1.280078E+00,3.29781E+00
-5.8656E-06,1.240329E+00,3.28469E+00
-5.8560E-06,1.235850E+00,3.27981E+00
-5.8464E-06,1.231654E+00,3.28225E+00
-5.8368E-06,1.233813E+00,3.28881E+00
-5.8272E-06,1.211772E+00,3.27584E+00
-5.8176E-06,1.238124E+00,3.29125E+00
-5.8080E-06,1.229251E+00,3.29293E+00
-5.7984E-06,1.222163E+00,3.30178E+00
-5.7888E-06,1.240977E+00,3.27828E+00
-5.7792E-06,1.233524E+00,3.29369E+00
-5.7696E-06,1.241023E+00,3.29613E+00
-5.7600E-06,1.263057E+00,3.28316E+00
-5.7504E-06,1.250064E+00,3.28881E+00
-5.7408E-06,1.261790E+00,3.28957E+00
-5.7312E-06,1.276782E+00,3.29293E+00
-5.7216E-06,1.286555E+00,3.29293E+00
-5.7120E-06,1.286227E+00,3.29293E+00
-5.7024E-06,1.298976E+00,3.29537E+00
-5.6928E-06,1.304881E+00,3.28225E+00
-5.6832E-06,1.320728E+00,3.28957E+00
-5.6736E-06,1.315677E+00,3.28149E+00
-5.6640E-06,1.328021E+00,3.28805E+00
-5.6544E-06,1.328670E+00,3.29446E+00
-5.6448E-06,1.334331E+00,3.29781E+00
-5.6352E-06,1.359500E+00,3.28072E+00
-5.6256E-06,1.325740E+00,3.29293E+00
-5.6160E-06,1.366756E+00,3.28713E+00
-5.6064E-06,1.375346E+00,3.28072E+00
-5.5968E-06,1.365527E+00,3.29293E+00
-5.5872E-06,1.388255E+00,3.27737E+00
-5.5776E-06,1.383205E+00,3.29446E+00
-5.5680E-06,1.368503E+00,3.29446E+00
-5.5584E-06,1.399135E+00,3.27340E+00
-5.5488E-06,1.384998E+00,3.27172E+00
-5.5392E-06,1.385898E+00,3.29613E+00
-5.5296E-06,1.388301E+00,3.26852E+00
-5.5200E-06,1.382922E+00,3.28316E+00
-5.5104E-06,1.383937E+00,3.28316E+00
-5.5008E-06,1.368014E+00,3.28637E+00
-5.4912E-06,1.369968E+00,3.28881E+00
-5.4816E-06,1.352534E+00,3.29446E+00
-5.4720E-06,1.344516E+00,3.28637E+00
-5.4624E-06,1.342555E+00,3.28561E+00
-5.4528E-06,1.325450E+00,3.29537E+00
-5.4432E-06,1.325496E+00,3.29934E+00
-5.4336E-06,1.317874E+00,3.27981E+00
-5.4240E-06,1.294536E+00,3.29446E+00
-5.4144E-06,1.288066E+00,3.29369E+00
-5.4048E-06,1.286189E+00,3.28469E+00
-5.3952E-06,1.264766E+00,3.28805E+00
-5.3856E-06,1.255801E+00,3.28805E+00
-5.3760E-06,1.266925E+00,3.30514E+00
-5.3664E-06,1.240939E+00,3.29293E+00
-5.3568E-06,1.252223E+00,3.29369E+00
-5.3472E-06,1.241588E+00,3.28393E+00
-5.3376E-06,1.240329E+00,3.29369E+00
-5.3280E-06,1.239352E+00,3.29049E+00
-5.3184E-06,1.249164E+00,3.28561E+00
-5.3088E-06,1.232547E+00,3.30514E+00
-5.2992E-06,1.236217E+00,3.30102E+00
-5.2896E-06,1.246844E+00,3.28561E+00
-5.2800E-06,1.242160E+00,3.29201E+00
-5.2704E-06,1.253360E+00,3.28713E+00
-5.2608E-06,1.264033E+00,3.28072E+00
-5.2512E-06,1.253894E+00,3.29446E+00
-5.2416E-06,1.273441E+00,3.29125E+00
-5.2320E-06,1.280284E+00,3.28881E+00
-5.2224E-06,1.285541E+00,3.29369E+00
-5.2128E-06,1.308307E+00,3.28805E+00
-5.2032E-06,1.314006E+00,3.30025E+00
-5.1936E-06,1.323459E+00,3.29690E+00
-5.1840E-06,1.367038E+00,3.28637E+00
-5.1744E-06,1.314906E+00,3.28393E+00
-5.1648E-06,1.358195E+00,3.30178E+00
-5.1552E-06,1.391109E+00,3.28316E+00
-5.1456E-06,1.361217E+00,3.30178E+00
-5.1360E-06,1.396320E+00,3.27737E+00
-5.1264E-06,1.399699E+00,3.30102E+00
-5.1168E-06,1.380115E+00,3.29613E+00
-5.1072E-06,1.394122E+00,3.28225E+00
-5.0976E-06,1.397670E+00,3.28805E+00
-5.0880E-06,1.392986E+00,3.29369E+00
-5.0784E-06,1.394572E+00,3.29781E+00
-5.0688E-06,1.386874E+00,3.27904E+00
-5.0592E-06,1.391879E+00,3.29446E+00
-5.0496E-06,1.386630E+00,3.29858E+00
-5.0400E-06,1.392451E+00,3.29934E+00
-5.0304E-06,1.374820E+00,3.28805E+00
-5.0208E-06,1.364963E+00,3.29537E+00
-5.0112E-06,1.375224E+00,3.28713E+00
-5.0016E-06,1.351192E+00,3.30102E+00
-4.9920E-06,1.348872E+00,3.30346E+00
-4.9824E-06,1.341991E+00,3.29369E+00
-4.9728E-06,1.321872E+00,3.29446E+00
-4.9632E-06,1.313846E+00,3.29537E+00
-4.9536E-06,1.307697E+00,3.29613E+00
-4.9440E-06,1.285579E+00,3.29781E+00
-4.9344E-06,1.260814E+00,3.28393E+00
-4.9248E-06,1.285739E+00,3.30270E+00
-4.9152E-06,1.248676E+00,3.29125E+00
-4.9056E-06,1.242931E+00,3.28393E+00
-4.8960E-06,1.241672E+00,3.28713E+00
-4.8864E-06,1.248027E+00,3.29781E+00
-4.8768E-06,1.220493E+00,3.28225E+00
-4.8672E-06,1.250308E+00,3.27904E+00
-4.8576E-06,1.232791E+00,3.29125E+00
-4.8480E-06,1.223468E+00,3.29690E+00
-4.8384E-06,1.246806E+00,3.27248E+00
-4.8288E-06,1.230632E+00,3.28637E+00
-4.8192E-06,1.233157E+00,3.30178E+00
-4.8096E-06,1.261874E+00,3.27584E+00
-4.8000E-06,1.246196E+00,3.28561E+00
-4.7904E-06,1.260570E+00,3.29781E+00
-4.7808E-06,1.277553E+00,3.27340E+00
-4.7712E-06,1.282848E+00,3.29934E+00
-4.7616E-06,1.282931E+00,3.29858E+00
-4.7520E-06,1.304233E+00,3.28637E+00
-4.7424E-06,1.302280E+00,3.28881E+00
-4.7328E-06,1.318484E+00,3.28805E+00
-4.7232E-06,1.332416E+00,3.29369E+00
-4.7136E-06,1.344394E+00,3.28957E+00
-4.7040E-06,1.340602E+00,3.28957E+00
-4.6944E-06,1.353473E+00,3.29201E+00
-4.6848E-06,1.359706E+00,3.28469E+00
-4.6752E-06,1.379626E+00,3.28713E+00
-4.6656E-06,1.371600E+00,3.29690E+00
-4.6560E-06,1.380397E+00,3.29049E+00
-4.6464E-06,1.389598E+00,3.28713E+00
-4.6368E-06,1.396526E+00,3.29781E+00
-4.6272E-06,1.389560E+00,3.28637E+00
-4.6176E-06,1.388827E+00,3.28637E+00
-4.6080E-06,1.392986E+00,3.29201E+00
-4.5984E-06,1.382678E+00,3.29293E+00
-4.5888E-06,1.380641E+00,3.27981E+00
-4.5792E-06,1.364757E+00,3.29201E+00
-4.5696E-06,1.361583E+00,3.29049E+00
-4.5600E-06,1.356242E+00,3.29125E+00
-4.5504E-06,1.339175E+00,3.28805E+00
-4.5408E-06,1.329570E+00,3.28805E+00
-4.5312E-06,1.313152E+00,3.29201E+00
-4.5216E-06,1.304927E+00,3.29446E+00
-4.5120E-06,1.293239E+00,3.28561E+00
-4.5024E-06,1.273685E+00,3.28881E+00
-4.4928E-06,1.271854E+00,3.28393E+00
-4.4832E-06,1.255481E+00,3.29369E+00
-4.4736E-06,1.261836E+00,3.29781E+00
-4.4640E-06,1.248149E+00,3.28881E+00
-4.4544E-06,1.237598E+00,3.29369E+00
-4.4448E-06,1.239597E+00,3.29934E+00
-4.4352E-06,1.244197E+00,3.28805E+00
-4.4256E-06,1.219226E+00,3.27981E+00
-4.4160E-06,1.243953E+00,3.28805E+00
-4.4064E-06,1.243098E+00,3.29690E+00
-4.3968E-06,1.235477E+00,3.30178E+00
-4.3872E-06,1.254420E+00,3.27737E+00
-4.3776E-06,1.241183E+00,3.30178E+00
-4.3680E-06,1.254092E+00,3.28469E+00
-4.3584E-06,1.264560E+00,3.29201E+00
-4.3488E-06,1.257594E+00,3.29934E+00
-4.3392E-06,1.275111E+00,3.28805E+00
-4.3296E-06,1.286594E+00,3.28637E+00
-4.3200E-06,1.299831E+00,3.29049E+00
-4.3104E-06,1.307613E+00,3.29934E+00
-4.3008E-06,1.311526E+00,3.28805E+00
-4.2912E-06,1.327777E+00,3.29934E+00
-4.2816E-06,1.354045E+00,3.29201E+00
-4.2720E-06,1.345042E+00,3.28072E+00
-4.2624E-06,1.350253E+00,3.30422E+00
-4.2528E-06,1.382762E+00,3.29125E+00
-4.2432E-06,1.375018E+00,3.30102E+00
-4.2336E-06,1.382434E+00,3.29537E+00
-4.2240E-06,1.406993E+00,3.29613E+00
-4.2144E-06,1.394328E+00,3.28957E+00
-4.2048E-06,1.390704E+00,3.29781E+00
-4.1952E-06,1.403491E+00,3.29293E+00
-4.1856E-06,1.390094E+00,3.29781E+00
-4.1760E-06,1.398524E+00,3.29201E+00
-4.1664E-06,1.386386E+00,3.29613E+00
-4.1568E-06,1.386264E+00,3.29369E+00
-4.1472E-06,1.374736E+00,3.29537E+00
-4.1376E-06,1.372493E+00,3.29934E+00
-4.1280E-06,1.353641E+00,3.28072E+00
-4.1184E-06,1.353275E+00,3.29446E+00
-4.1088E-06,1.339709E+00,3.28713E+00
-4.0992E-06,1.327243E+00,3.29934E+00
-4.0896E-06,1.328708E+00,3.28957E+00
-4.0800E-06,1.309199E+00,3.29613E+00
-4.0704E-06,1.302035E+00,3.28805E+00
-4.0608E-06,1.305698E+00,3.28469E+00
-4.0512E-06,1.278857E+00,3.29781E+00
-4.0416E-06,1.280811E+00,3.28713E+00
-4.0320E-06,1.260654E+00,3.29369E+00
-4.0224E-06,1.253482E+00,3.29201E+00
-4.0128E-06,1.254825E+00,3.28713E+00
-4.0032E-06,1.248149E+00,3.30270E+00
-3.9936E-06,1.247539E+00,3.29537E+00
-3.9840E-06,1.251201E+00,3.28957E+00
-3.9744E-06,1.229694E+00,3.27981E+00
-3.9648E-06,1.243465E+00,3.30025E+00
-3.9552E-06,1.244357E+00,3.29125E+00
-3.9456E-06,1.235645E+00,3.28072E+00
-3.9360E-06,1.251285E+00,3.27584E+00
-3.9264E-06,1.246600E+00,3.29537E+00
-3.9168E-06,1.257274E+00,3.28805E+00
-3.9072E-06,1.259555E+00,3.28805E+00
-3.8976E-06,1.256580E+00,3.28805E+00
-3.8880E-06,1.276782E+00,3.28225E+00
-3.8784E-06,1.272708E+00,3.29690E+00
-3.8688E-06,1.289569E+00,3.28561E+00
-3.8592E-06,1.296863E+00,3.28561E+00
-3.8496E-06,1.303950E+00,3.30514E+00
-3.8400E-06,1.323741E+00,3.27660E+00
-3.8304E-06,1.332744E+00,3.28957E+00
-3.8208E-06,1.340846E+00,3.27737E+00
-3.8112E-06,1.346835E+00,3.28561E+00
-3.8016E-06,1.361095E+00,3.28637E+00
-3.7920E-06,1.360072E+00,3.29781E+00
-3.7824E-06,1.357791E+00,3.28957E+00
-3.7728E-06,1.388583E+00,3.30025E+00
-3.7632E-06,1.397868E+00,3.27492E+00
-3.7536E-06,1.377628E+00,3.29613E+00
-3.7440E-06,1.398074E+00,3.27737E+00
-3.7344E-06,1.398845E+00,3.29537E+00
-3.7248E-06,1.382960E+00,3.29125E+00
-3.7152E-06,1.386096E+00,3.28881E+00
-3.7056E-06,1.392207E+00,3.28561E+00
-3.6960E-06,1.370784E+00,3.29446E+00
-3.6864E-06,1.378322E+00,3.28561E+00
-3.6768E-06,1.359378E+00,3.28713E+00
-3.6672E-06,1.346629E+00,3.28957E+00
-3.6576E-06,1.337344E+00,3.28469E+00
-3.6480E-06,1.327289E+00,3.29369E+00
-3.6384E-06,1.314250E+00,3.30178E+00
-3.6288E-06,1.295268E+00,3.29446E+00
-3.6192E-06,1.277270E+00,3.30025E+00
-3.6096E-06,1.291766E+00,3.28225E+00
-3.6000E-06,1.261913E+00,3.29369E+00
-3.5904E-06,1.270305E+00,3.28316E+00
-3.5808E-06,1.257838E+00,3.29690E+00
-3.5712E-06,1.246600E+00,3.29049E+00
-3.5616E-06,1.239307E+00,3.29201E+00
-3.5520E-06,1.243381E+00,3.29049E+00
-3.5424E-06,1.233936E+00,3.29690E+00
-3.5328E-06,1.245784E+00,3.29201E+00
-3.5232E-06,1.234134E+00,3.29613E+00
-3.5136E-06,1.241550E+00,3.30270E+00
-3.5040E-06,1.241145E+00,3.29201E+00
-3.4944E-06,1.240367E+00,3.29369E+00
-3.4848E-06,1.260974E+00,3.29537E+00
-3.4752E-06,1.247127E+00,3.28957E+00
-3.4656E-06,1.259349E+00,3.29369E+00
-3.4560E-06,1.270099E+00,3.29049E+00
-3.4464E-06,1.271365E+00,3.29125E+00
-3.4368E-06,1.295230E+00,3.28805E+00
-3.4272E-06,1.296695E+00,3.28469E+00
-3.4176E-06,1.303867E+00,3.28637E+00
-3.4080E-06,1.321620E+00,3.29858E+00
-3.3984E-06,1.327411E+00,3.30025E+00
-3.3888E-06,1.339420E+00,3.29049E+00
-3.3792E-06,1.347690E+00,3.29537E+00
-3.3696E-06,1.369601E+00,3.28469E+00
-3.3600E-06,1.374454E+00,3.28957E+00
-3.3504E-06,1.381862E+00,3.29781E+00
-3.3408E-06,1.388866E+00,3.28225E+00
-3.3312E-06,1.382312E+00,3.28881E+00
-3.3216E-06,1.397792E+00,3.30102E+00
-3.3120E-06,1.403979E+00,3.27904E+00
-3.3024E-06,1.387447E+00,3.29446E+00
-3.2928E-06,1.398601E+00,3.28957E+00
-3.2832E-06,1.395755E+00,3.29369E+00
-3.2736E-06,1.386218E+00,3.28957E+00
-3.2640E-06,1.377711E+00,3.29369E+00
-3.2544E-06,1.371028E+00,3.30834E+00
-3.2448E-06,1.362559E+00,3.30102E+00
-3.2352E-06,1.346629E+00,3.30102E+00
-3.2256E-06,1.357425E+00,3.28393E+00
-3.2160E-06,1.330669E+00,3.29537E+00
-3.2064E-06,1.329036E+00,3.29201E+00
-3.1968E-06,1.323009E+00,3.29049E+00
-3.1872E-06,1.313846E+00,3.29446E+00
-3.1776E-06,1.299876E+00,3.29934E+00
-3.1680E-06,1.295886E+00,3.29690E+00
-3.1584E-06,1.291888E+00,3.29125E+00
-3.1488E-06,1.271037E+00,3.29934E+00
-3.1392E-06,1.272098E+00,3.29781E+00
-3.1296E-06,1.255237E+00,3.29690E+00
-3.1200E-06,1.252994E+00,3.29613E+00
-3.1104E-06,1.253078E+00,3.29201E+00
-3.1008E-06,1.238376E+00,3.29201E+00
-3.0912E-06,1.242931E+00,3.29293E+00
-3.0816E-06,1.249736E+00,3.12341E+00
-3.0720E-06,1.259387E+00,1.87707E+00
-3.0624E-06,1.296413E+00,8.42521E-01
-3.0528E-06,1.299915E+00,3.79875E-01
-3.0432E-06,1.269038E+00,1.37108E-01
-3.0336E-06,1.272136E+00,5.89825E-02
-3.0240E-06,1.259265E+00,1.48846E-02
-3.0144E-06,1.246761E+00,-2.00580E-02
-3.0048E-06,1.243831E+00,-3.30280E-02
-2.9952E-06,1.252055E+00,-3.95892E-02
-2.9856E-06,1.268024E+00,-3.71478E-02
-2.9760E-06,1.267619E+00,-5.10333E-02
-2.9664E-06,1.298694E+00,-3.30280E-02
-2.9568E-06,1.309566E+00,-5.34747E-02
-2.9472E-06,1.308063E+00,-3.47064E-02
-2.9376E-06,1.334331E+00,-4.61505E-02
-2.9280E-06,1.320972E+00,-2.08209E-02
-2.9184E-06,1.360805E+00,-4.29462E-02
-2.9088E-06,1.341823E+00,-2.66193E-02
-2.8992E-06,1.346225E+00,-2.32623E-02
-2.8896E-06,1.358768E+00,-4.29462E-02
-2.8800E-06,1.353679E+00,-2.49408E-02
-2.8704E-06,1.361133E+00,-3.95892E-02
-2.8608E-06,1.362109E+00,-2.49408E-02
-2.8512E-06,1.368259E+00,-2.98236E-02
-2.8416E-06,1.371638E+00,-2.81451E-02
-2.8320E-06,1.362353E+00,-3.39435E-02
-2.8224E-06,1.387935E+00,-2.17365E-02
-2.8128E-06,1.400806E+00,-3.22650E-02
-2.8032E-06,1.382106E+00,-2.49408E-02
-2.7936E-06,1.401294E+00,-3.54694E-02
-2.7840E-06,1.400844E+00,-2.73822E-02
-2.7744E-06,1.381007E+00,-3.15021E-02
-2.7648E-06,1.388744E+00,-7.08801E-03
-2.7552E-06,1.388499E+00,-2.32623E-02
-2.7456E-06,1.366428E+00,-2.17365E-02
-2.7360E-06,1.359790E+00,-2.57037E-02
-2.7264E-06,1.364757E+00,-1.59381E-02
-2.7168E-06,1.333354E+00,-1.83795E-02
-2.7072E-06,1.333926E+00,-2.32623E-02
-2.6976E-06,1.321750E+00,-3.47064E-02
-2.6880E-06,1.308917E+00,-1.76166E-02
-2.6784E-06,1.303172E+00,-2.81451E-02
-2.6688E-06,1.279506E+00,-2.00580E-02
-2.6592E-06,1.286716E+00,-3.15021E-02
-2.6496E-06,1.263377E+00,-2.17365E-02
-2.6400E-06,1.270549E+00,-2.17365E-02
-2.6304E-06,1.254176E+00,-2.32623E-02
-2.6208E-06,1.248309E+00,-1.92950E-02
-2.6112E-06,1.255275E+00,-3.30280E-02
-2.6016E-06,1.244075E+00,-1.10553E-02
-2.5920E-06,1.246440E+00,-2.66193E-02
-2.5824E-06,1.252910E+00,-2.24994E-02
-2.5728E-06,1.238498E+00,-3.30280E-02
-2.5632E-06,1.241512E+00,-1.27338E-02
-2.5536E-06,1.255191E+00,-2.00580E-02
-2.5440E-06,1.239917E+00,-2.57037E-02
-2.5344E-06,1.265536E+00,-2.08209E-02
-2.5248E-06,1.242564E+00,-1.59381E-02
-2.5152E-06,1.256984E+00,-2.57037E-02
-2.5056E-06,1.256908E+00,-1.92950E-02
-2.4960E-06,1.246928E+00,-7.85095E-03
