in s,C1 in V,C2 in V
-2.4864E-06,1.266841E+00,-3.05865E-02
-2.4768E-06,1.260654E+00,-1.68536E-02
-2.4672E-06,1.264156E+00,-2.90607E-02
-2.4576E-06,1.276172E+00,-2.66193E-02
-2.4480E-06,1.278529E+00,-2.49408E-02
-2.4384E-06,1.292827E+00,-2.73822E-02
-2.4288E-06,1.296695E+00,-3.22650E-02
-2.4192E-06,1.316577E+00,-2.98236E-02
-2.4096E-06,1.316325E+00,-2.66193E-02
-2.4000E-06,1.330669E+00,-1.83795E-02
-2.3904E-06,1.342395E+00,-3.05865E-02
-2.3808E-06,1.345576E+00,-2.00580E-02
-2.3712E-06,1.356898E+00,-2.32623E-02
-2.3616E-06,1.370174E+00,-2.73822E-02
-2.3520E-06,1.365085E+00,-3.05865E-02
-2.3424E-06,1.374286E+00,-1.83795E-02
-2.3328E-06,1.391719E+00,-1.76166E-02
-2.3232E-06,1.376613E+00,-3.15021E-02
-2.3136E-06,1.388950E+00,-2.17365E-02
-2.3040E-06,1.397380E+00,-2.90607E-02
-2.2944E-06,1.384799E+00,-2.57037E-02
-2.2848E-06,1.384105E+00,-3.05865E-02
-2.2752E-06,1.407359E+00,-1.51752E-02
-2.2656E-06,1.382922E+00,-1.68536E-02
-2.2560E-06,1.384753E+00,-2.17365E-02
-2.2464E-06,1.396403E+00,-2.00580E-02
-2.2368E-06,1.389110E+00,-1.02924E-02
-2.2272E-06,1.385165E+00,-1.76166E-02
-2.2176E-06,1.383044E+00,-1.92950E-02
-2.2080E-06,1.384631E+00,-1.44122E-02
-2.1984E-06,1.366306E+00,-1.51752E-02
-2.1888E-06,1.367610E+00,-2.57037E-02
-2.1792E-06,1.348544E+00,-1.76166E-02
-2.1696E-06,1.334819E+00,-4.64661E-03
-2.1600E-06,1.349643E+00,-3.22650E-02
-2.1504E-06,1.319835E+00,-1.76166E-02
-2.1408E-06,1.318896E+00,-1.83795E-02
-2.1312E-06,1.310100E+00,-2.00580E-02
-2.1216E-06,1.295268E+00,-7.08801E-03
-2.1120E-06,1.281787E+00,-2.17365E-02
-2.1024E-06,1.279308E+00,-1.34967E-02
-2.0928E-06,1.264316E+00,-2.24994E-02
-2.0832E-06,1.256946E+00,-2.49408E-02
-2.0736E-06,1.257884E+00,-8.61389E-03
-2.0640E-06,1.246272E+00,-2.90607E-02
-2.0544E-06,1.235805E+00,-2.66193E-02
-2.0448E-06,1.239185E+00,-2.32623E-02
-2.0352E-06,1.248882E+00,-2.98236E-02
-2.0256E-06,1.213077E+00,-2.49408E-02
-2.0160E-06,1.243259E+00,-1.83795E-02
-2.0064E-06,1.248676E+00,-1.10553E-02
-1.9968E-06,1.233401E+00,-1.34967E-02
-1.9872E-06,1.253688E+00,-3.47064E-02
-1.9776E-06,1.247661E+00,-1.10553E-02
-1.9680E-06,1.240939E+00,-8.61389E-03
-1.9584E-06,1.261340E+00,-2.57037E-02
-1.9488E-06,1.252589E+00,-2.73822E-02
-1.9392E-06,1.262401E+00,-2.17365E-02
-1.9296E-06,1.274577E+00,-2.49408E-02
-1.9200E-06,1.284396E+00,-2.41779E-02
-1.9104E-06,1.285297E+00,-2.08209E-02
-1.9008E-06,1.293727E+00,-2.41779E-02
-1.8912E-06,1.304233E+00,-2.41779E-02
-1.8816E-06,1.312457E+00,-1.27338E-02
-1.8720E-06,1.325252E+00,-3.05865E-02
-1.8624E-06,1.338489E+00,-2.90607E-02
-1.8528E-06,1.338687E+00,-1.92950E-02
-1.8432E-06,1.352412E+00,-2.81451E-02
-1.8336E-06,1.373347E+00,-2.49408E-02
-1.8240E-06,1.357913E+00,-3.71478E-02
-1.8144E-06,1.380397E+00,-2.00580E-02
-1.8048E-06,1.392902E+00,-3.05865E-02
-1.7952E-06,1.379871E+00,-2.41779E-02
-1.7856E-06,1.395671E+00,-2.66193E-02
-1.7760E-06,1.400150E+00,-1.92950E-02
-1.7664E-06,1.392001E+00,-7.85095E-03
-1.7568E-06,1.398479E+00,-1.92950E-02
-1.7472E-06,1.393878E+00,-1.76166E-02
-1.7376E-06,1.386386E+00,-9.52942E-03
-1.7280E-06,1.380031E+00,-1.83795E-02
-1.7184E-06,1.375713E+00,-1.02924E-02
-1.7088E-06,1.370380E+00,-2.17365E-02
-1.6992E-06,1.356410E+00,-9.52942E-03
-1.6896E-06,1.357753E+00,-2.17365E-02
-1.6800E-06,1.342883E+00,-1.10553E-02
-1.6704E-06,1.333598E+00,-1.76166E-02
-1.6608E-06,1.341212E+00,-3.30280E-02
-1.6512E-06,1.321460E+00,-1.76166E-02
-1.6416E-06,1.322726E+00,-1.10553E-02
-1.6320E-06,1.303294E+00,-1.68536E-02
-1.6224E-06,1.296779E+00,-1.10553E-02
-1.6128E-06,1.295230E+00,-1.51752E-02
-1.6032E-06,1.282359E+00,-1.59381E-02
-1.5936E-06,1.277476E+00,-2.24994E-02
-1.5840E-06,1.268230E+00,-1.68536E-02
-1.5744E-06,1.262767E+00,-1.44122E-02
-1.5648E-06,1.260043E+00,-2.41779E-02
-1.5552E-06,1.252422E+00,-1.59381E-02
-1.5456E-06,1.242038E+00,-3.05865E-02
-1.5360E-06,1.244441E+00,-1.59381E-02
-1.5264E-06,1.241100E+00,-2.00580E-02
-1.5168E-06,1.239230E+00,-1.10553E-02
-1.5072E-06,1.239635E+00,-2.57037E-02
-1.4976E-06,1.232753E+00,-3.30280E-02
-1.4880E-06,1.248676E+00,-1.19708E-02
-1.4784E-06,1.243953E+00,-1.83795E-02
-1.4688E-06,1.256824E+00,-2.24994E-02
-1.4592E-06,1.260486E+00,-2.81451E-02
-1.4496E-06,1.261752E+00,-1.83795E-02
-1.4400E-06,1.280933E+00,-2.49408E-02
-1.4304E-06,1.287616E+00,-2.73822E-02
-1.4208E-06,1.294498E+00,-4.20306E-02
-1.4112E-06,1.302524E+00,-7.08801E-03
-1.4016E-06,1.315837E+00,-1.19708E-02
-1.3920E-06,1.317798E+00,-2.81451E-02
-1.3824E-06,1.340236E+00,-3.05865E-02
-1.3728E-06,1.335551E+00,-2.73822E-02
-1.3632E-06,1.353801E+00,-7.85095E-03
-1.3536E-06,1.367488E+00,-2.17365E-02
-1.3440E-06,1.362270E+00,-2.08209E-02
-1.3344E-06,1.380923E+00,-1.59381E-02
-1.3248E-06,1.380603E+00,-9.52942E-03
-1.3152E-06,1.387889E+00,-2.17365E-02
-1.3056E-06,1.384677E+00,-2.98236E-02
-1.2960E-06,1.388057E+00,-2.17365E-02
-1.2864E-06,1.395023E+00,-1.27338E-02
-1.2768E-06,1.397014E+00,-2.90607E-02
-1.2672E-06,1.385364E+00,-1.76166E-02
-1.2576E-06,1.393352E+00,-2.00580E-02
-1.2480E-06,1.390414E+00,-2.08209E-02
-1.2384E-06,1.387447E+00,-3.05865E-02
-1.2288E-06,1.379993E+00,-3.30280E-02
-1.2192E-06,1.369846E+00,-3.73108E-03
-1.2096E-06,1.380275E+00,-2.98236E-02
-1.2000E-06,1.366428E+00,-1.44122E-02
-1.1904E-06,1.369235E+00,-2.08209E-02
-1.1808E-06,1.362071E+00,-2.00580E-02
-1.1712E-06,1.355022E+00,-2.32623E-02
-1.1616E-06,1.345493E+00,-1.92950E-02
-1.1520E-06,1.341991E+00,-2.57037E-02
-1.1424E-06,1.331439E+00,-3.80634E-02
-1.1328E-06,1.315921E+00,-2.24994E-02
-1.1232E-06,1.326472E+00,-8.61389E-03
-1.1136E-06,1.318935E+00,-2.17365E-02
-1.1040E-06,1.298083E+00,-1.27338E-02
-1.0944E-06,1.301135E+00,-2.49408E-02
-1.0848E-06,1.284724E+00,-1.02924E-02
-1.0752E-06,1.298083E+00,-2.24994E-02
-1.0656E-06,1.275806E+00,-2.32623E-02
-1.0560E-06,1.274173E+00,-1.83795E-02
-1.0464E-06,1.271197E+00,-1.92950E-02
-1.0368E-06,1.269778E+00,-2.24994E-02
-1.0272E-06,1.259311E+00,-2.41779E-02
-1.0176E-06,1.257762E+00,-1.59381E-02
-1.0080E-06,1.262447E+00,-2.00580E-02
-9.9840E-07,1.249942E+00,-1.19708E-02
-9.8880E-07,1.250873E+00,-2.41779E-02
-9.7920E-07,1.238940E+00,-2.66193E-02
-9.6960E-07,1.232585E+00,-1.34967E-02
-9.6000E-07,1.246356E+00,-2.32623E-02
-9.5040E-07,1.223872E+00,-1.68536E-02
-9.4080E-07,1.231853E+00,-2.81451E-02
-9.3120E-07,1.238124E+00,-1.27338E-02
-9.2160E-07,1.229327E+00,-3.47064E-02
-9.1200E-07,1.224605E+00,-1.10553E-02
-9.0240E-07,1.242038E+00,-2.66193E-02
-8.9280E-07,1.235156E+00,-2.24994E-02
-8.8320E-07,1.253810E+00,-1.34967E-02
-8.7360E-07,1.249210E+00,-2.00580E-02
-8.6400E-07,1.258739E+00,-2.90607E-02
-8.5440E-07,1.262569E+00,-2.00580E-02
-8.4480E-07,1.268878E+00,-1.51752E-02
-8.3520E-07,1.276782E+00,-3.05865E-02
-8.2560E-07,1.277599E+00,-2.90607E-02
-8.1600E-07,1.275516E+00,-2.00580E-02
-8.0640E-07,1.284724E+00,-1.59381E-02
-7.9680E-07,1.285007E+00,-2.08209E-02
-7.8720E-07,1.292911E+00,-2.49408E-02
-7.7760E-07,1.291202E+00,-3.47064E-02
-7.6800E-07,1.294536E+00,-1.76166E-02
-7.5840E-07,1.305125E+00,-3.15021E-02
-7.4880E-07,1.297877E+00,-3.54694E-02
-7.3920E-07,1.311526E+00,-1.92950E-02
-7.2960E-07,1.317470E+00,-1.27338E-02
-7.2000E-07,1.334415E+00,-2.32623E-02
-7.1040E-07,1.323215E+00,-2.08209E-02
-7.0080E-07,1.333881E+00,-2.49408E-02
-6.9120E-07,1.339221E+00,-2.81451E-02
-6.8160E-07,1.342601E+00,-5.40955E-03
-6.7200E-07,1.348590E+00,-2.81451E-02
-6.6240E-07,1.356731E+00,-2.49408E-02
-6.5280E-07,1.351970E+00,-2.41779E-02
-6.4320E-07,1.364841E+00,-1.34967E-02
-6.3360E-07,1.379298E+00,-2.24994E-02
-6.2400E-07,1.366145E+00,-1.44122E-02
-6.1440E-07,1.377994E+00,-1.92950E-02
-6.0480E-07,1.386096E+00,-1.34967E-02
-5.9520E-07,1.375919E+00,-2.00580E-02
-5.8560E-07,1.397380E+00,-2.90607E-02
-5.7600E-07,1.368465E+00,-2.41779E-02
-5.6640E-07,1.398441E+00,-3.73108E-03
-5.5680E-07,1.395099E+00,-2.90607E-02
-5.4720E-07,1.381091E+00,-1.59381E-02
-5.3760E-07,1.391437E+00,-3.30280E-02
-5.2800E-07,1.389232E+00,-1.51752E-02
-5.1840E-07,1.370174E+00,-7.08801E-03
-5.0880E-07,1.393352E+00,-3.88263E-02
-4.9920E-07,1.376979E+00,-2.66193E-02
-4.8960E-07,1.382312E+00,-7.85095E-03
-4.8000E-07,1.387851E+00,-2.32623E-02
-4.7040E-07,1.380237E+00,-2.00580E-02
-4.6080E-07,1.378322E+00,-1.59381E-02
-4.5120E-07,1.377467E+00,-1.27338E-02
-4.4160E-07,1.377467E+00,-2.08209E-02
-4.3200E-07,1.363002E+00,-8.61389E-03
-4.2240E-07,1.367526E+00,-2.00580E-02
-4.1280E-07,1.367892E+00,-2.57037E-02
-4.0320E-07,1.355182E+00,-3.05865E-02
-3.9360E-07,1.359668E+00,-2.41779E-02
-3.8400E-07,1.333598E+00,-1.76166E-02
-3.7440E-07,1.355754E+00,-2.41779E-02
-3.6480E-07,1.337878E+00,-2.08209E-02
-3.5520E-07,1.323619E+00,-1.59381E-02
-3.4560E-07,1.320155E+00,-2.81451E-02
-3.3600E-07,1.323009E+00,-7.08801E-03
-3.2640E-07,1.289729E+00,-2.24994E-02
-3.1680E-07,1.316287E+00,-1.44122E-02
-3.0720E-07,1.304843E+00,-1.92950E-02
-2.9760E-07,1.283176E+00,-5.40955E-03
-2.8800E-07,1.301501E+00,-2.73822E-02
-2.7840E-07,1.275439E+00,-1.02924E-02
-2.6880E-07,1.268634E+00,-1.92950E-02
-2.5920E-07,1.275760E+00,-2.08209E-02
-2.4960E-07,1.259593E+00,-1.59381E-02
-2.4000E-07,1.259105E+00,-1.02924E-02
-2.3040E-07,1.245822E+00,-1.76166E-02
-2.2080E-07,1.240527E+00,-6.17249E-03
-2.1120E-07,1.254214E+00,-3.71478E-02
-2.0160E-07,1.234622E+00,-1.83795E-02
-1.9200E-07,1.242564E+00,-2.57037E-02
-1.8240E-07,1.229251E+00,-1.10553E-02
-1.7280E-07,1.241672E+00,-8.61389E-03
-1.6320E-07,1.247661E+00,-1.34967E-02
-1.5360E-07,1.243831E+00,-1.02924E-02
-1.4400E-07,1.246028E+00,-2.41779E-02
-1.3440E-07,1.257762E+00,-2.41779E-02
-1.2480E-07,1.233974E+00,-1.27338E-02
-1.1520E-07,1.253604E+00,-2.17365E-02
-1.0560E-07,1.255725E+00,-2.17365E-02
-9.6000E-08,1.242732E+00,-1.51752E-02
-8.6400E-08,1.262691E+00,-2.17365E-02
-7.6800E-08,1.254787E+00,-2.08209E-02
-6.7200E-08,1.254947E+00,-1.92950E-02
-5.7600E-08,1.258533E+00,-2.17365E-02
-4.8000E-08,1.257922E+00,-1.76166E-02
-3.8400E-08,1.268352E+00,-2.17365E-02
-2.8800E-08,1.261836E+00,-2.90607E-02
-1.9200E-08,1.282725E+00,-3.54694E-02
-9.6000E-09,1.263423E+00,1.68846E-01
-1.4419E-20,1.255275E+00,1.38833E+00
9.6000E-09,1.227534E+00,2.39190E+00
1.9200E-08,1.224239E+00,2.87667E+00
2.8800E-08,1.271930E+00,3.10967E+00
3.8400E-08,1.288470E+00,3.19680E+00
4.8000E-08,1.304477E+00,3.25539E+00
5.7600E-08,1.321460E+00,3.27737E+00
6.7200E-08,1.345004E+00,3.29690E+00
7.6800E-08,1.341540E+00,3.30025E+00
8.6400E-08,1.350421E+00,3.30270E+00
9.6000E-08,1.345859E+00,3.29690E+00
1.0560E-07,1.343860E+00,3.32467E+00
1.1520E-07,1.345287E+00,3.30926E+00
1.2480E-07,1.360561E+00,3.31658E+00
1.3440E-07,1.348590E+00,3.31078E+00
1.4400E-07,1.354655E+00,3.31322E+00
1.5360E-07,1.364146E+00,3.30178E+00
1.6320E-07,1.375186E+00,3.31658E+00
1.7280E-07,1.366588E+00,3.28713E+00
1.8240E-07,1.384181E+00,3.31170E+00
1.9200E-07,1.383083E+00,3.30270E+00
2.0160E-07,1.378116E+00,3.31078E+00
2.1120E-07,1.388911E+00,3.30270E+00
2.2080E-07,1.379749E+00,3.31658E+00
2.3040E-07,1.396037E+00,3.30102E+00
2.4000E-07,1.382106E+00,3.32711E+00
2.4960E-07,1.389354E+00,3.30346E+00
2.5920E-07,1.386264E+00,3.30102E+00
2.6880E-07,1.374980E+00,3.31490E+00
2.7840E-07,1.390987E+00,3.31490E+00
2.8800E-07,1.400722E+00,3.29125E+00
2.9760E-07,1.371600E+00,3.31490E+00
3.0720E-07,1.390414E+00,3.30025E+00
3.1680E-07,1.387035E+00,3.30514E+00
3.2640E-07,1.384387E+00,3.30346E+00
3.3600E-07,1.383617E+00,3.29781E+00
3.4560E-07,1.382106E+00,3.30682E+00
3.5520E-07,1.381091E+00,3.30422E+00
3.6480E-07,1.381618E+00,3.29934E+00
3.7440E-07,1.371188E+00,3.28561E+00
3.8400E-07,1.371310E+00,3.29858E+00
3.9360E-07,1.373470E+00,3.29446E+00
4.0320E-07,1.363902E+00,3.30682E+00
4.1280E-07,1.361049E+00,3.29369E+00
4.2240E-07,1.351360E+00,3.30102E+00
4.3200E-07,1.338977E+00,3.31490E+00
4.4160E-07,1.347240E+00,3.29858E+00
4.5120E-07,1.325412E+00,3.29690E+00
4.6080E-07,1.325534E+00,3.30514E+00
4.7040E-07,1.314052E+00,3.30422E+00
4.8000E-07,1.309444E+00,3.29049E+00
4.8960E-07,1.301097E+00,3.29781E+00
4.9920E-07,1.290218E+00,3.30682E+00
5.0880E-07,1.286472E+00,3.30422E+00
5.1840E-07,1.268306E+00,3.30270E+00
5.2800E-07,1.266719E+00,3.30346E+00
5.3760E-07,1.264804E+00,3.28805E+00
5.4720E-07,1.244601E+00,3.30025E+00
5.5680E-07,1.251041E+00,3.30422E+00
5.6640E-07,1.247737E+00,3.30270E+00
5.7600E-07,1.229205E+00,3.29125E+00
5.8560E-07,1.235110E+00,3.30682E+00
5.9520E-07,1.238376E+00,3.29690E+00
6.0480E-07,1.226360E+00,3.30758E+00
6.1440E-07,1.234134E+00,3.29446E+00
6.2400E-07,1.232265E+00,3.30682E+00
6.3360E-07,1.238742E+00,3.30422E+00
6.4320E-07,1.241023E+00,3.29537E+00
6.5280E-07,1.240001E+00,3.28713E+00
6.6240E-07,1.253398E+00,3.29293E+00
6.7200E-07,1.244647E+00,3.29537E+00
6.8160E-07,1.270999E+00,3.28805E+00
6.9120E-07,1.264804E+00,3.28957E+00
7.0080E-07,1.265781E+00,3.30025E+00
7.1040E-07,1.289653E+00,3.28805E+00
7.2000E-07,1.291766E+00,3.28957E+00
7.2960E-07,1.303088E+00,3.29293E+00
7.3920E-07,1.315677E+00,3.30178E+00
7.4880E-07,1.320644E+00,3.29293E+00
7.5840E-07,1.331767E+00,3.30346E+00
7.6800E-07,1.344882E+00,3.28713E+00
7.7760E-07,1.344714E+00,3.29781E+00
7.8720E-07,1.354373E+00,3.29049E+00
7.9680E-07,1.361583E+00,3.30025E+00
8.0640E-07,1.365771E+00,3.29613E+00
8.1600E-07,1.371310E+00,3.29781E+00
8.2560E-07,1.377994E+00,3.29934E+00
8.3520E-07,1.387035E+00,3.29446E+00
8.4480E-07,1.386142E+00,3.28713E+00
8.5440E-07,1.391475E+00,3.29537E+00
8.6400E-07,1.389476E+00,3.30346E+00
8.7360E-07,1.399745E+00,3.29613E+00
8.8320E-07,1.381335E+00,3.30758E+00
8.9280E-07,1.387935E+00,3.28469E+00
9.0240E-07,1.373309E+00,3.29934E+00
9.1200E-07,1.370334E+00,3.29446E+00
9.2160E-07,1.353397E+00,3.28957E+00
9.3120E-07,1.346065E+00,3.28713E+00
9.4080E-07,1.327365E+00,3.30270E+00
9.5040E-07,1.319057E+00,3.30758E+00
9.6000E-07,1.311237E+00,3.27981E+00
9.6960E-07,1.283664E+00,3.30270E+00
9.7920E-07,1.277270E+00,3.29858E+00
9.8880E-07,1.286884E+00,3.28561E+00
9.9840E-07,1.253482E+00,3.29858E+00
1.0080E-06,1.258617E+00,3.29369E+00
1.0176E-06,1.243831E+00,3.30178E+00
1.0272E-06,1.241878E+00,3.30270E+00
1.0368E-06,1.247417E+00,3.29125E+00
1.0464E-06,1.237804E+00,3.30025E+00
1.0560E-06,1.234218E+00,3.28149E+00
1.0656E-06,1.237559E+00,3.30178E+00
1.0752E-06,1.231204E+00,3.29201E+00
1.0848E-06,1.235805E+00,3.29934E+00
1.0944E-06,1.238002E+00,3.30102E+00
1.1040E-06,1.235645E+00,3.29613E+00
1.1136E-06,1.252422E+00,3.30102E+00
1.1232E-06,1.251247E+00,3.29049E+00
1.1328E-06,1.258861E+00,3.30025E+00
1.1424E-06,1.266147E+00,3.29858E+00
1.1520E-06,1.269733E+00,3.29934E+00
1.1616E-06,1.289691E+00,3.29125E+00
1.1712E-06,1.288104E+00,3.29293E+00
1.1808E-06,1.312579E+00,3.29369E+00
1.1904E-06,1.309039E+00,3.30270E+00
1.2000E-06,1.319591E+00,3.31246E+00
1.2096E-06,1.331439E+00,3.28957E+00
1.2192E-06,1.337260E+00,3.28881E+00
1.2288E-06,1.349933E+00,3.28805E+00
1.2384E-06,1.356448E+00,3.30025E+00
1.2480E-06,1.365245E+00,3.29125E+00
1.2576E-06,1.368175E+00,3.30102E+00
1.2672E-06,1.370540E+00,3.30178E+00
1.2768E-06,1.397624E+00,3.29613E+00
1.2864E-06,1.399623E+00,3.28805E+00
1.2960E-06,1.383289E+00,3.30025E+00
1.3056E-06,1.402965E+00,3.29049E+00
1.3152E-06,1.408908E+00,3.30102E+00
1.3248E-06,1.390498E+00,3.29858E+00
1.3344E-06,1.400195E+00,3.30102E+00
1.3440E-06,1.402309E+00,3.30682E+00
1.3536E-06,1.387363E+00,3.29690E+00
1.3632E-06,1.395183E+00,3.30025E+00
1.3728E-06,1.375018E+00,3.28469E+00
1.3824E-06,1.369563E+00,3.30102E+00
1.3920E-06,1.369647E+00,3.29369E+00
1.4016E-06,1.359500E+00,3.29613E+00
1.4112E-06,1.351558E+00,3.28393E+00
1.4208E-06,1.340564E+00,3.30102E+00
1.4304E-06,1.331889E+00,3.29934E+00
1.4400E-06,1.343211E+00,3.29293E+00
1.4496E-06,1.321010E+00,3.30178E+00
1.4592E-06,1.317836E+00,3.29690E+00
1.4688E-06,1.299182E+00,3.29690E+00
1.4784E-06,1.294986E+00,3.31170E+00
1.4880E-06,1.291568E+00,3.28805E+00
1.4976E-06,1.269000E+00,3.30025E+00
1.5072E-06,1.269656E+00,3.30590E+00
1.5168E-06,1.264278E+00,3.31246E+00
1.5264E-06,1.244281E+00,3.30346E+00
1.5360E-06,1.244929E+00,3.29293E+00
1.5456E-06,1.238330E+00,3.29201E+00
1.5552E-06,1.230678E+00,3.29613E+00
1.5648E-06,1.247050E+00,3.28225E+00
1.5744E-06,1.210597E+00,3.29369E+00
1.5840E-06,1.235889E+00,3.29369E+00
1.5936E-06,1.247127E+00,3.28713E+00
1.6032E-06,1.231082E+00,3.29934E+00
1.6128E-06,1.253810E+00,3.28881E+00
1.6224E-06,1.257922E+00,3.30025E+00
1.6320E-06,1.252383E+00,3.30590E+00
1.6416E-06,1.280162E+00,3.28561E+00
1.6512E-06,1.273479E+00,3.29201E+00
1.6608E-06,1.287006E+00,3.30178E+00
1.6704E-06,1.302280E+00,3.28957E+00
1.6800E-06,1.308139E+00,3.28805E+00
1.6896E-06,1.305537E+00,3.29125E+00
1.6992E-06,1.314250E+00,3.28637E+00
1.7088E-06,1.321460E+00,3.29690E+00
1.7184E-06,1.324268E+00,3.29446E+00
1.7280E-06,1.329120E+00,3.28469E+00
1.7376E-06,1.338893E+00,3.28469E+00
1.7472E-06,1.333682E+00,3.30270E+00
1.7568E-06,1.348422E+00,3.29858E+00
1.7664E-06,1.367686E+00,3.28713E+00
1.7760E-06,1.348262E+00,3.28957E+00
1.7856E-06,1.367488E+00,3.29125E+00
1.7952E-06,1.382884E+00,3.29125E+00
1.8048E-06,1.372577E+00,3.29690E+00
1.8144E-06,1.386218E+00,3.28072E+00
1.8240E-06,1.392940E+00,3.28713E+00
1.8336E-06,1.385608E+00,3.30514E+00
1.8432E-06,1.392451E+00,3.27904E+00
1.8528E-06,1.390094E+00,3.30025E+00
1.8624E-06,1.382922E+00,3.29446E+00
1.8720E-06,1.375629E+00,3.29201E+00
1.8816E-06,1.373836E+00,3.28957E+00
1.8912E-06,1.359058E+00,3.28713E+00
1.9008E-06,1.348750E+00,3.30178E+00
1.9104E-06,1.348056E+00,3.28469E+00
1.9200E-06,1.326793E+00,3.28805E+00
1.9296E-06,1.314334E+00,3.29690E+00
1.9392E-06,1.324474E+00,3.28561E+00
1.9488E-06,1.293193E+00,3.30346E+00
1.9584E-06,1.294170E+00,3.29446E+00
1.9680E-06,1.272586E+00,3.27828E+00
1.9776E-06,1.270549E+00,3.30346E+00
1.9872E-06,1.269450E+00,3.29201E+00
1.9968E-06,1.255313E+00,3.30270E+00
2.0064E-06,1.256702E+00,3.30346E+00
2.0160E-06,1.249454E+00,3.29781E+00
2.0256E-06,1.238170E+00,3.29858E+00
2.0352E-06,1.240611E+00,3.29369E+00
2.0448E-06,1.239352E+00,3.29613E+00
2.0544E-06,1.231364E+00,3.29369E+00
2.0640E-06,1.244197E+00,3.29201E+00
2.0736E-06,1.235034E+00,3.30025E+00
2.0832E-06,1.246844E+00,3.29537E+00
2.0928E-06,1.244319E+00,3.30102E+00
2.1024E-06,1.239757E+00,3.30102E+00
2.1120E-06,1.261836E+00,3.29049E+00
2.1216E-06,1.256541E+00,3.29369E+00
2.1312E-06,1.281223E+00,3.27828E+00
2.1408E-06,1.276416E+00,3.29293E+00
2.1504E-06,1.284969E+00,3.30514E+00
2.1600E-06,1.303783E+00,3.29049E+00
2.1696E-06,1.306064E+00,3.30178E+00
2.1792E-06,1.315189E+00,3.29293E+00
2.1888E-06,1.334415E+00,3.28805E+00
2.1984E-06,1.336856E+00,3.29690E+00
2.2080E-06,1.343539E+00,3.30178E+00
2.2176E-06,1.362598E+00,3.28561E+00
2.2272E-06,1.361583E+00,3.29781E+00
2.2368E-06,1.377223E+00,3.30102E+00
2.2464E-06,1.386058E+00,3.29446E+00
2.2560E-06,1.384921E+00,3.29858E+00
2.2656E-06,1.383250E+00,3.29537E+00
2.2752E-06,1.414813E+00,3.30926E+00
2.2848E-06,1.398112E+00,3.29201E+00
2.2944E-06,1.391147E+00,3.29049E+00
2.3040E-06,1.402270E+00,3.29201E+00
