in s,C1 in V,C2 in V
2.3136E-06,1.398563E+00,3.31002E+00
2.3232E-06,1.391879E+00,3.28469E+00
2.3328E-06,1.390903E+00,3.29446E+00
2.3424E-06,1.389033E+00,3.28713E+00
2.3520E-06,1.377834E+00,3.30590E+00
2.3616E-06,1.379665E+00,3.29201E+00
2.3712E-06,1.355510E+00,3.29446E+00
2.3808E-06,1.352008E+00,3.30346E+00
2.3904E-06,1.348788E+00,3.30178E+00
2.4000E-06,1.334491E+00,3.30346E+00
2.4096E-06,1.327411E+00,3.29858E+00
2.4192E-06,1.305614E+00,3.28225E+00
2.4288E-06,1.298412E+00,3.29125E+00
2.4384E-06,1.294826E+00,3.28957E+00
2.4480E-06,1.271365E+00,3.29858E+00
2.4576E-06,1.265903E+00,3.28957E+00
2.4672E-06,1.260242E+00,3.29049E+00
2.4768E-06,1.240977E+00,3.29537E+00
2.4864E-06,1.240817E+00,3.29690E+00
2.4960E-06,1.240367E+00,3.29369E+00
2.5056E-06,1.223422E+00,3.29934E+00
2.5152E-06,1.235850E+00,3.29201E+00
2.5248E-06,1.231410E+00,3.29613E+00
2.5344E-06,1.230678E+00,3.28469E+00
2.5440E-06,1.231364E+00,3.29613E+00
2.5536E-06,1.238414E+00,3.29613E+00
2.5632E-06,1.249576E+00,3.28469E+00
2.5728E-06,1.250186E+00,3.28561E+00
2.5824E-06,1.256335E+00,3.29201E+00
2.5920E-06,1.277064E+00,3.28469E+00
2.6016E-06,1.278491E+00,3.29858E+00
2.6112E-06,1.293727E+00,3.28316E+00
2.6208E-06,1.294460E+00,3.28316E+00
2.6304E-06,1.311282E+00,3.28561E+00
2.6400E-06,1.309688E+00,3.29125E+00
2.6496E-06,1.311404E+00,3.29125E+00
2.6592E-06,1.321422E+00,3.28881E+00
2.6688E-06,1.332706E+00,3.29293E+00
2.6784E-06,1.336528E+00,3.28637E+00
2.6880E-06,1.339420E+00,3.28713E+00
2.6976E-06,1.351604E+00,3.27981E+00
2.7072E-06,1.356166E+00,3.29201E+00
2.7168E-06,1.366878E+00,3.28805E+00
2.7264E-06,1.385242E+00,3.29201E+00
2.7360E-06,1.386218E+00,3.28469E+00
2.7456E-06,1.377017E+00,3.28805E+00
2.7552E-06,1.390781E+00,3.29934E+00
2.7648E-06,1.388011E+00,3.28805E+00
2.7744E-06,1.387324E+00,3.28881E+00
2.7840E-06,1.386058E+00,3.30270E+00
2.7936E-06,1.387485E+00,3.29690E+00
2.8032E-06,1.381251E+00,3.29049E+00
2.8128E-06,1.379947E+00,3.29293E+00
2.8224E-06,1.355106E+00,3.28225E+00
2.8320E-06,1.358401E+00,3.29537E+00
2.8416E-06,1.350177E+00,3.29293E+00
2.8512E-06,1.330180E+00,3.29781E+00
2.8608E-06,1.326305E+00,3.28469E+00
2.8704E-06,1.306270E+00,3.29858E+00
2.8800E-06,1.294864E+00,3.29613E+00
2.8896E-06,1.302440E+00,3.28713E+00
2.8992E-06,1.274539E+00,3.29858E+00
2.9088E-06,1.276088E+00,3.29293E+00
2.9184E-06,1.264362E+00,3.28957E+00
2.9280E-06,1.249087E+00,3.29934E+00
2.9376E-06,1.248553E+00,3.29537E+00
2.9472E-06,1.243465E+00,3.28957E+00
2.9568E-06,1.237842E+00,3.29293E+00
2.9664E-06,1.247089E+00,3.29446E+00
2.9760E-06,1.224155E+00,3.27981E+00
2.9856E-06,1.234340E+00,3.30178E+00
2.9952E-06,1.244807E+00,3.29125E+00
3.0048E-06,1.235477E+00,3.30178E+00
3.0144E-06,1.253810E+00,3.28561E+00
3.0240E-06,1.250674E+00,3.30178E+00
3.0336E-06,1.259433E+00,3.29369E+00
3.0432E-06,1.269000E+00,3.28881E+00
3.0528E-06,1.270305E+00,3.29125E+00
3.0624E-06,1.296779E+00,3.14049E+00
3.0720E-06,1.325618E+00,1.93734E+00
3.0816E-06,1.368259E+00,8.65410E-01
3.0912E-06,1.383571E+00,3.86436E-01
3.1008E-06,1.353351E+00,1.40464E-01
3.1104E-06,1.362720E+00,6.05084E-02
3.1200E-06,1.352863E+00,1.48846E-02
3.1296E-06,1.347606E+00,-2.24994E-02
3.1392E-06,1.352702E+00,-3.54694E-02
3.1488E-06,1.359546E+00,-3.88263E-02
3.1584E-06,1.369479E+00,-3.88263E-02
3.1680E-06,1.366183E+00,-4.20306E-02
3.1776E-06,1.384349E+00,-3.22650E-02
3.1872E-06,1.407687E+00,-4.12677E-02
3.1968E-06,1.387157E+00,-3.39435E-02
3.2064E-06,1.406871E+00,-4.61505E-02
3.2160E-06,1.395343E+00,-2.81451E-02
3.2256E-06,1.398318E+00,-2.49408E-02
3.2352E-06,1.393062E+00,-2.90607E-02
3.2448E-06,1.388827E+00,-2.41779E-02
3.2544E-06,1.374942E+00,-3.30280E-02
3.2640E-06,1.373431E+00,-1.76166E-02
3.2736E-06,1.356731E+00,-2.57037E-02
3.2832E-06,1.358279E+00,-2.66193E-02
3.2928E-06,1.349605E+00,-3.80634E-02
3.3024E-06,1.331355E+00,-2.57037E-02
3.3120E-06,1.332172E+00,-3.05865E-02
3.3216E-06,1.306430E+00,-1.76166E-02
3.3312E-06,1.299510E+00,-2.08209E-02
3.3408E-06,1.295352E+00,-2.57037E-02
3.3504E-06,1.279468E+00,-1.76166E-02
3.3600E-06,1.280688E+00,-1.34967E-02
3.3696E-06,1.265048E+00,-2.66193E-02
3.3792E-06,1.258083E+00,-1.59381E-02
3.3888E-06,1.260326E+00,-2.08209E-02
3.3984E-06,1.246234E+00,-2.66193E-02
3.4080E-06,1.245090E+00,-3.30280E-02
3.4176E-06,1.246638E+00,-2.90607E-02
3.4272E-06,1.230678E+00,-2.81451E-02
3.4368E-06,1.238818E+00,-1.83795E-02
3.4464E-06,1.243053E+00,-2.00580E-02
3.4560E-06,1.235278E+00,-1.51752E-02
3.4656E-06,1.246844E+00,-2.57037E-02
3.4752E-06,1.247539E+00,-2.98236E-02
3.4848E-06,1.251689E+00,-3.15021E-02
3.4944E-06,1.255191E+00,-3.05865E-02
3.5040E-06,1.261508E+00,-1.68536E-02
3.5136E-06,1.273929E+00,-2.90607E-02
3.5232E-06,1.278773E+00,-2.57037E-02
3.5328E-06,1.279872E+00,-2.66193E-02
3.5424E-06,1.293765E+00,-1.83795E-02
3.5520E-06,1.294460E+00,-1.68536E-02
3.5616E-06,1.310870E+00,-2.49408E-02
3.5712E-06,1.311526E+00,-4.12677E-02
3.5808E-06,1.322971E+00,-2.41779E-02
3.5904E-06,1.331317E+00,-2.49408E-02
3.6000E-06,1.334369E+00,-2.17365E-02
3.6096E-06,1.346797E+00,-3.05865E-02
3.6192E-06,1.358073E+00,-3.05865E-02
3.6288E-06,1.370868E+00,-3.05865E-02
3.6384E-06,1.361095E+00,-1.27338E-02
3.6480E-06,1.383289E+00,-2.24994E-02
3.6576E-06,1.379054E+00,-2.08209E-02
3.6672E-06,1.369319E+00,-1.27338E-02
3.6768E-06,1.405894E+00,-1.27338E-02
3.6864E-06,1.403735E+00,-2.41779E-02
3.6960E-06,1.377711E+00,-2.08209E-02
3.7056E-06,1.397624E+00,-1.59381E-02
3.7152E-06,1.388789E+00,-4.64661E-03
3.7248E-06,1.382228E+00,-2.49408E-02
3.7344E-06,1.375186E+00,-9.52942E-03
3.7440E-06,1.370135E+00,-1.44122E-02
3.7536E-06,1.355182E+00,-1.68536E-02
3.7632E-06,1.354495E+00,-1.68536E-02
3.7728E-06,1.331889E+00,-2.17365E-02
3.7824E-06,1.327777E+00,-1.76166E-02
3.7920E-06,1.322681E+00,-1.92950E-02
3.8016E-06,1.309650E+00,-2.00580E-02
3.8112E-06,1.301257E+00,-3.05865E-02
3.8208E-06,1.285663E+00,-1.10553E-02
3.8304E-06,1.272380E+00,-8.61389E-03
3.8400E-06,1.282199E+00,-3.22650E-02
3.8496E-06,1.259387E+00,-1.83795E-02
3.8592E-06,1.261302E+00,-5.40955E-03
3.8688E-06,1.252055E+00,-1.59381E-02
3.8784E-06,1.248920E+00,-1.10553E-02
3.8880E-06,1.250346E+00,-2.98236E-02
3.8976E-06,1.237758E+00,-8.61389E-03
3.9072E-06,1.242244E+00,-1.92950E-02
3.9168E-06,1.244113E+00,-1.83795E-02
3.9264E-06,1.235889E+00,-1.44122E-02
3.9360E-06,1.243426E+00,-2.66193E-02
3.9456E-06,1.247089E+00,-1.59381E-02
3.9552E-06,1.249210E+00,-1.92950E-02
3.9648E-06,1.267780E+00,-1.59381E-02
3.9744E-06,1.249004E+00,-2.98236E-02
3.9840E-06,1.267780E+00,-1.44122E-02
3.9936E-06,1.274295E+00,-3.54694E-02
4.0032E-06,1.267375E+00,-1.83795E-02
4.0128E-06,1.282649E+00,-2.41779E-02
4.0224E-06,1.279185E+00,-1.59381E-02
4.0320E-06,1.284114E+00,-2.08209E-02
4.0416E-06,1.300685E+00,-2.24994E-02
4.0512E-06,1.295718E+00,-2.81451E-02
4.0608E-06,1.308429E+00,-2.98236E-02
4.0704E-06,1.314738E+00,-2.24994E-02
4.0800E-06,1.322360E+00,-3.05865E-02
4.0896E-06,1.317432E+00,-2.66193E-02
4.0992E-06,1.324886E+00,-2.08209E-02
4.1088E-06,1.331561E+00,-2.66193E-02
4.1184E-06,1.340724E+00,-2.17365E-02
4.1280E-06,1.346385E+00,-3.47064E-02
4.1376E-06,1.358646E+00,-2.49408E-02
4.1472E-06,1.370052E+00,-1.27338E-02
4.1568E-06,1.378032E+00,-8.61389E-03
4.1664E-06,1.396892E+00,-2.32623E-02
4.1760E-06,1.376651E+00,-2.49408E-02
4.1856E-06,1.386424E+00,-5.40955E-03
4.1952E-06,1.397792E+00,-1.83795E-02
4.2048E-06,1.388133E+00,-1.83795E-02
4.2144E-06,1.404750E+00,-2.00580E-02
4.2240E-06,1.399783E+00,-1.34967E-02
4.2336E-06,1.404590E+00,-1.51752E-02
4.2432E-06,1.403491E+00,-1.68536E-02
4.2528E-06,1.399783E+00,-2.24994E-02
4.2624E-06,1.401088E+00,-1.34967E-02
4.2720E-06,1.404102E+00,-2.00580E-02
4.2816E-06,1.381740E+00,-1.92950E-02
4.2912E-06,1.390010E+00,-2.73822E-02
4.3008E-06,1.371883E+00,-2.66193E-02
4.3104E-06,1.369525E+00,-1.34967E-02
4.3200E-06,1.363208E+00,-1.92950E-02
4.3296E-06,1.351642E+00,-2.49408E-02
4.3392E-06,1.363086E+00,-4.61505E-02
4.3488E-06,1.346797E+00,-1.10553E-02
4.3584E-06,1.357425E+00,-2.49408E-02
4.3680E-06,1.345859E+00,-1.83795E-02
4.3776E-06,1.344920E+00,-1.34967E-02
4.3872E-06,1.344028E+00,-2.66193E-02
4.3968E-06,1.338855E+00,-1.68536E-02
4.4064E-06,1.336612E+00,-1.59381E-02
4.4160E-06,1.330379E+00,-1.19708E-02
4.4256E-06,1.321056E+00,-1.51752E-02
4.4352E-06,1.322032E+00,-1.44122E-02
4.4448E-06,1.309734E+00,-1.44122E-02
4.4544E-06,1.300731E+00,-2.00580E-02
4.4640E-06,1.302966E+00,-2.08209E-02
4.4736E-06,1.281467E+00,-1.44122E-02
4.4832E-06,1.284312E+00,-2.17365E-02
4.4928E-06,1.282520E+00,-2.49408E-02
4.5024E-06,1.267253E+00,1.91467E-03
4.5120E-06,1.275355E+00,-1.59381E-02
4.5216E-06,1.260936E+00,-1.83795E-02
4.5312E-06,1.249004E+00,-1.59381E-02
4.5408E-06,1.260242E+00,-2.49408E-02
4.5504E-06,1.246150E+00,-1.92950E-02
4.5600E-06,1.248798E+00,-1.34967E-02
4.5696E-06,1.242564E+00,-2.08209E-02
4.5792E-06,1.233813E+00,-2.32623E-02
4.5888E-06,1.243549E+00,-3.05865E-02
4.5984E-06,1.233730E+00,-1.59381E-02
4.6080E-06,1.236461E+00,-2.24994E-02
4.6176E-06,1.240405E+00,-2.08209E-02
4.6272E-06,1.229861E+00,-2.08209E-02
4.6368E-06,1.234790E+00,-5.40955E-03
4.6464E-06,1.242892E+00,-2.57037E-02
4.6560E-06,1.232959E+00,-2.49408E-02
4.6656E-06,1.241550E+00,-2.17365E-02
4.6752E-06,1.244319E+00,-5.40955E-03
4.6848E-06,1.246028E+00,-2.00580E-02
4.6944E-06,1.244769E+00,-1.76166E-02
4.7040E-06,1.249942E+00,-9.52942E-03
4.7136E-06,1.264316E+00,-2.17365E-02
4.7232E-06,1.255115E+00,-1.92950E-02
4.7328E-06,1.275150E+00,-1.76166E-02
4.7424E-06,1.272136E+00,-1.34967E-02
4.7520E-06,1.272052E+00,-2.00580E-02
4.7616E-06,1.289081E+00,-2.57037E-02
4.7712E-06,1.280688E+00,-2.32623E-02
4.7808E-06,1.282931E+00,-1.83795E-02
4.7904E-06,1.298778E+00,-1.59381E-02
4.8000E-06,1.291812E+00,-2.17365E-02
4.8096E-06,1.299098E+00,-2.08209E-02
4.8192E-06,1.308383E+00,-2.57037E-02
4.8288E-06,1.317874E+00,-2.66193E-02
4.8384E-06,1.314334E+00,-1.27338E-02
4.8480E-06,1.321948E+00,-2.08209E-02
4.8576E-06,1.326266E+00,-1.83795E-02
4.8672E-06,1.324229E+00,-1.34967E-02
4.8768E-06,1.344310E+00,-1.83795E-02
4.8864E-06,1.353275E+00,-3.95892E-02
4.8960E-06,1.334415E+00,-2.17365E-02
4.9056E-06,1.352702E+00,-2.32623E-02
4.9152E-06,1.365977E+00,-1.68536E-02
4.9248E-06,1.347446E+00,-1.83795E-02
4.9344E-06,1.366550E+00,-2.66193E-02
4.9440E-06,1.373149E+00,-2.32623E-02
4.9536E-06,1.363292E+00,-2.32623E-02
4.9632E-06,1.386180E+00,-2.90607E-02
4.9728E-06,1.372249E+00,-2.73822E-02
4.9824E-06,1.381412E+00,-1.76166E-02
4.9920E-06,1.388011E+00,-2.90607E-02
5.0016E-06,1.384349E+00,-1.27338E-02
5.0112E-06,1.389400E+00,-1.76166E-02
5.0208E-06,1.387202E+00,-5.40955E-03
5.0304E-06,1.385242E+00,-1.76166E-02
5.0400E-06,1.396320E+00,-2.32623E-02
5.0496E-06,1.384471E+00,-1.83795E-02
5.0592E-06,1.390704E+00,-2.32623E-02
5.0688E-06,1.392085E+00,-3.05865E-02
5.0784E-06,1.388705E+00,-1.68536E-02
5.0880E-06,1.380603E+00,-1.83795E-02
5.0976E-06,1.384143E+00,-2.57037E-02
5.1072E-06,1.381534E+00,-2.73822E-02
5.1168E-06,1.368381E+00,-1.34967E-02
5.1264E-06,1.386264E+00,-1.10553E-02
5.1360E-06,1.379337E+00,-2.49408E-02
5.1456E-06,1.359950E+00,-1.51752E-02
5.1552E-06,1.375919E+00,-1.83795E-02
5.1648E-06,1.360561E+00,-2.00580E-02
5.1744E-06,1.360110E+00,-2.00580E-02
5.1840E-06,1.350993E+00,-2.32623E-02
5.1936E-06,1.350993E+00,-1.27338E-02
5.2032E-06,1.339343E+00,-2.08209E-02
5.2128E-06,1.340770E+00,-1.68536E-02
5.2224E-06,1.322681E+00,-1.92950E-02
5.2320E-06,1.324718E+00,-2.08209E-02
5.2416E-06,1.317470E+00,-1.68536E-02
5.2512E-06,1.303088E+00,-1.76166E-02
5.2608E-06,1.300563E+00,-2.00580E-02
5.2704E-06,1.287250E+00,-1.59381E-02
5.2800E-06,1.283626E+00,-2.00580E-02
5.2896E-06,1.287692E+00,-2.57037E-02
5.2992E-06,1.265659E+00,-2.08209E-02
5.3088E-06,1.271487E+00,-1.44122E-02
5.3184E-06,1.265338E+00,-2.17365E-02
5.3280E-06,1.257922E+00,-2.32623E-02
5.3376E-06,1.251811E+00,-2.00580E-02
5.3472E-06,1.255801E+00,-1.27338E-02
5.3568E-06,1.249576E+00,-1.68536E-02
5.3664E-06,1.243137E+00,-1.92950E-02
5.3760E-06,1.253970E+00,-2.24994E-02
5.3856E-06,1.252956E+00,-1.83795E-02
5.3952E-06,1.242442E+00,-2.49408E-02
5.4048E-06,1.250674E+00,-1.68536E-02
5.4144E-06,1.242526E+00,-2.17365E-02
5.4240E-06,1.244113E+00,-1.10553E-02
5.4336E-06,1.240901E+00,-2.08209E-02
5.4432E-06,1.241756E+00,-1.51752E-02
5.4528E-06,1.237559E+00,-3.22650E-02
5.4624E-06,1.249454E+00,-2.00580E-02
5.4720E-06,1.236659E+00,-1.51752E-02
5.4816E-06,1.257350E+00,-2.66193E-02
5.4912E-06,1.245906E+00,-2.00580E-02
5.5008E-06,1.243426E+00,-1.59381E-02
5.5104E-06,1.256412E+00,-2.66193E-02
5.5200E-06,1.252750E+00,-2.00580E-02
5.5296E-06,1.257190E+00,-1.68536E-02
5.5392E-06,1.260898E+00,-9.52942E-03
5.5488E-06,1.262607E+00,-2.08209E-02
5.5584E-06,1.267451E+00,-1.44122E-02
5.5680E-06,1.269855E+00,-2.73822E-02
5.5776E-06,1.274089E+00,-1.83795E-02
5.5872E-06,1.287570E+00,-2.17365E-02
5.5968E-06,1.282115E+00,-1.76166E-02
5.6064E-06,1.294292E+00,-2.00580E-02
5.6160E-06,1.305049E+00,-2.08209E-02
5.6256E-06,1.299792E+00,-1.59381E-02
5.6352E-06,1.307735E+00,-9.52942E-03
5.6448E-06,1.319789E+00,-1.44122E-02
5.6544E-06,1.312541E+00,-1.83795E-02
5.6640E-06,1.324351E+00,-2.24994E-02
5.6736E-06,1.334697E+00,-1.34967E-02
5.6832E-06,1.333720E+00,-2.17365E-02
5.6928E-06,1.335551E+00,-2.66193E-02
5.7024E-06,1.338649E+00,-4.64661E-03
5.7120E-06,1.348628E+00,-1.59381E-02
5.7216E-06,1.346065E+00,-2.17365E-02
5.7312E-06,1.360034E+00,-2.32623E-02
5.7408E-06,1.356815E+00,-1.83795E-02
5.7504E-06,1.357669E+00,-6.17249E-03
5.7600E-06,1.369891E+00,-2.49408E-02
5.7696E-06,1.366512E+00,-1.34967E-02
5.7792E-06,1.378886E+00,-2.41779E-02
5.7888E-06,1.376117E+00,-1.68536E-02
5.7984E-06,1.379420E+00,-7.08801E-03
5.8080E-06,1.382030E+00,-9.52942E-03
5.8176E-06,1.377017E+00,-2.08209E-02
5.8272E-06,1.390826E+00,-9.52942E-03
5.8368E-06,1.402919E+00,-3.15021E-02
5.8464E-06,1.382640E+00,-1.27338E-02
5.8560E-06,1.394817E+00,-2.32623E-02
5.8656E-06,1.391925E+00,-2.08209E-02
5.8752E-06,1.391841E+00,-1.92950E-02
5.8848E-06,1.391391E+00,-2.49408E-02
5.8944E-06,1.385570E+00,-1.92950E-02
5.9040E-06,1.384181E+00,-8.61389E-03
5.9136E-06,1.390254E+00,-1.68536E-02
5.9232E-06,1.381824E+00,-2.17365E-02
5.9328E-06,1.382068E+00,-1.92950E-02
5.9424E-06,1.380923E+00,-2.66193E-02
5.9520E-06,1.367732E+00,-8.61389E-03
5.9616E-06,1.368953E+00,-1.68536E-02
5.9712E-06,1.347980E+00,-1.27338E-02
5.9808E-06,1.348544E+00,-1.68536E-02
5.9904E-06,1.344714E+00,-1.10553E-02
6.0000E-06,1.332706E+00,-2.08209E-02
6.0096E-06,1.330707E+00,-1.83795E-02
6.0192E-06,1.312785E+00,-1.02924E-02
6.0288E-06,1.311114E+00,-1.02924E-02
6.0384E-06,1.330913E+00,-2.98236E-02
6.0480E-06,1.303828E+00,-1.92950E-02
6.0576E-06,1.312137E+00,-1.27338E-02
6.0672E-06,1.302684E+00,-2.41779E-02
6.0768E-06,1.293437E+00,-1.44122E-02
6.0864E-06,1.287898E+00,-2.90607E-02
6.0960E-06,1.285373E+00,-4.64661E-03
6.1056E-06,1.282237E+00,-1.44122E-02
6.1152E-06,1.287372E+00,-1.68536E-02
6.1248E-06,1.276492E+00,-1.34967E-02
6.1344E-06,1.262241E+00,1.50230E-01
6.1440E-06,1.247417E+00,1.33706E+00
6.1536E-06,1.205623E+00,2.39526E+00
6.1632E-06,1.199435E+00,2.86111E+00
6.1728E-06,1.230388E+00,3.11700E+00
6.1824E-06,1.221263E+00,3.21389E+00
6.1920E-06,1.251651E+00,3.25372E+00
6.2016E-06,1.255359E+00,3.28469E+00
6.2112E-06,1.261264E+00,3.31170E+00
6.2208E-06,1.253848E+00,3.30025E+00
6.2304E-06,1.252422E+00,3.29858E+00
6.2400E-06,1.255481E+00,3.30758E+00
6.2496E-06,1.249210E+00,3.31414E+00
6.2592E-06,1.249332E+00,3.30514E+00
6.2688E-06,1.251369E+00,3.30178E+00
6.2784E-06,1.251247E+00,3.29934E+00
6.2880E-06,1.248515E+00,3.31078E+00
6.2976E-06,1.251773E+00,3.30102E+00
6.3072E-06,1.256984E+00,3.30834E+00
6.3168E-06,1.264728E+00,3.30025E+00
6.3264E-06,1.267780E+00,3.30834E+00
6.3360E-06,1.276736E+00,3.30346E+00
6.3456E-06,1.275966E+00,3.31078E+00
6.3552E-06,1.284518E+00,3.29613E+00
6.3648E-06,1.286151E+00,3.30514E+00
6.3744E-06,1.304195E+00,3.29781E+00
6.3840E-06,1.294986E+00,3.30590E+00
6.3936E-06,1.305537E+00,3.29781E+00
6.4032E-06,1.308063E+00,3.30025E+00
6.4128E-06,1.320850E+00,3.29858E+00
6.4224E-06,1.304393E+00,3.29201E+00
6.4320E-06,1.337588E+00,3.29781E+00
6.4416E-06,1.326350E+00,3.30178E+00
6.4512E-06,1.320201E+00,3.30270E+00
6.4608E-06,1.339832E+00,3.28149E+00
6.4704E-06,1.331844E+00,3.30682E+00
6.4800E-06,1.340770E+00,3.29125E+00
6.4896E-06,1.352580E+00,3.29858E+00
6.4992E-06,1.348178E+00,3.30178E+00
6.5088E-06,1.355922E+00,3.29293E+00
6.5184E-06,1.372417E+00,3.29613E+00
6.5280E-06,1.365085E+00,3.29049E+00
6.5376E-06,1.362109E+00,3.31658E+00
6.5472E-06,1.384753E+00,3.30178E+00
6.5568E-06,1.379459E+00,3.30590E+00
6.5664E-06,1.381862E+00,3.29201E+00
6.5760E-06,1.400638E+00,3.28393E+00
6.5856E-06,1.398845E+00,3.30102E+00
6.5952E-06,1.386302E+00,3.29781E+00
6.6048E-06,1.399501E+00,3.29201E+00
6.6144E-06,1.392619E+00,3.30682E+00
6.6240E-06,1.392291E+00,3.30514E+00
6.6336E-06,1.395587E+00,3.29049E+00
6.6432E-06,1.395755E+00,3.30590E+00
6.6528E-06,1.388011E+00,3.29934E+00
6.6624E-06,1.389400E+00,3.30758E+00
6.6720E-06,1.383571E+00,3.30270E+00
6.6816E-06,1.371928E+00,3.30834E+00
6.6912E-06,1.374408E+00,3.29446E+00
6.7008E-06,1.358447E+00,3.30590E+00
6.7104E-06,1.358936E+00,3.30590E+00
6.7200E-06,1.347484E+00,3.30102E+00
6.7296E-06,1.338649E+00,3.30178E+00
6.7392E-06,1.331805E+00,3.30346E+00
6.7488E-06,1.327449E+00,3.30178E+00
6.7584E-06,1.320445E+00,3.30178E+00
6.7680E-06,1.303661E+00,3.30270E+00
6.7776E-06,1.300937E+00,3.30926E+00
6.7872E-06,1.301135E+00,3.30514E+00
6.7968E-06,1.284602E+00,3.30178E+00
6.8064E-06,1.284236E+00,3.30682E+00
6.8160E-06,1.273235E+00,3.30270E+00
6.8256E-06,1.270389E+00,3.30514E+00
6.8352E-06,1.266635E+00,3.29858E+00
6.8448E-06,1.261340E+00,3.29858E+00
6.8544E-06,1.253482E+00,3.30926E+00
6.8640E-06,1.242854E+00,3.31078E+00
6.8736E-06,1.263499E+00,3.30102E+00
6.8832E-06,1.238124E+00,3.30422E+00
6.8928E-06,1.244281E+00,3.29293E+00
6.9024E-06,1.239062E+00,3.28637E+00
6.9120E-06,1.247127E+00,3.30514E+00
6.9216E-06,1.240283E+00,3.29446E+00
6.9312E-06,1.251895E+00,3.29125E+00
6.9408E-06,1.238620E+00,3.30926E+00
6.9504E-06,1.239719E+00,3.30025E+00
6.9600E-06,1.249454E+00,3.28881E+00
6.9696E-06,1.242000E+00,3.30270E+00
6.9792E-06,1.248553E+00,3.30178E+00
6.9888E-06,1.261302E+00,3.30102E+00
6.9984E-06,1.255435E+00,3.29858E+00
7.0080E-06,1.263827E+00,3.29858E+00
7.0176E-06,1.270831E+00,3.29125E+00
7.0272E-06,1.268672E+00,3.29446E+00
7.0368E-06,1.276782E+00,3.30590E+00
7.0464E-06,1.283092E+00,3.29934E+00
7.0560E-06,1.280978E+00,3.30025E+00
7.0656E-06,1.310786E+00,3.30025E+00
7.0752E-06,1.280978E+00,3.29537E+00
7.0848E-06,1.301791E+00,3.29781E+00
7.0944E-06,1.314861E+00,3.29369E+00
7.1040E-06,1.301501E+00,3.30590E+00
7.1136E-06,1.325656E+00,3.28225E+00
7.1232E-06,1.321216E+00,3.31002E+00
7.1328E-06,1.321178E+00,3.29934E+00
7.1424E-06,1.327975E+00,3.28805E+00
7.1520E-06,1.333354E+00,3.30270E+00
7.1616E-06,1.339542E+00,3.29201E+00
